video_id,channel_id,publish_time,category,subscriber_count,avg_last10_views,duration_seconds
a9AHsBxH7YQ,UC1CTJKeGG5GXfNhh6MPUF6Q,2026-02-27T08:19:05Z,Entertainment,40300,138372.6,29
ZNeX4Lrv57g,UCRrXvsF8kV9iVgp_jRBfcZg,2026-02-27T08:16:00Z,Film & Animation,61000,20462.6,32
uz1HTHrepKw,UCYG4cvq7cbUj8byGwDmXhMg,2026-02-27T08:15:52Z,Entertainment,48800,2283.9,19
xRFcBAulSi0,UCWpf12ek-xFEiNDBmVf_4Vw,2026-02-27T08:11:11Z,People & Blogs,37800,332098.4,24
JH3jPQG6nKc,UCr_YKuVkWbaor6vFC4hi5GQ,2026-02-27T08:07:20Z,Entertainment,13500,6926.2,16
KLYgmOXcJhk,UCKaLnWqN_SmB-xdQ5qF_2Eg,2026-02-27T08:05:25Z,People & Blogs,24100,7091.4,34
h2Lmr-th5pI,UCxvYiKg0DOb4Me2UNvX0rFw,2026-02-27T08:00:56Z,People & Blogs,16800,962.1,181
M0kl_4Bi0gs,UCAlz-O5aYqN9KFsr-PIa0Kg,2026-02-27T08:00:00Z,People & Blogs,92800,11319.6,851
Gxlfn3cS_iM,UC94w3WXn3X_3sJBNW_4vhHw,2026-02-27T08:00:20Z,People & Blogs,45800,177043.8,57
R7cw5tVc0fU,UC5LUDhnFz8ZvneASMxVbvAQ,2026-02-27T07:57:35Z,People & Blogs,23200,27793.0,153
lmSdtdZIVOU,UCIK4G2QRkNOKRjq6zoklgkQ,2026-02-27T07:44:30Z,People & Blogs,34900,6036.2,16
GS1aZuy8-EA,UCi1PlkGCuIzIYXc26eYhE8Q,2026-02-27T07:39:40Z,Entertainment,34000,43675.3,53
EnM9uJI_Mv4,UCxvYiKg0DOb4Me2UNvX0rFw,2026-02-27T07:05:00Z,People & Blogs,16800,962.1,42
Y1xEFCUbKRE,UC8Aw9Fu4CzjBMrmtc4254tw,2026-02-27T09:30:20Z,People & Blogs,47300,303683.8,36
t7WSgrQyRZY,UCFLSDRHtS8u0YgzTbEpPR7A,2026-02-27T09:23:01Z,People & Blogs,25600,926.2,51
F3fW3l5Jrsg,UChm7aDInMrfRV-t3GjPJ6VA,2026-02-27T09:12:44Z,People & Blogs,27600,9892.3,53
ilzUTM62bSs,UCxRKRf63SJe4T1Xdmpyd60g,2026-02-27T09:11:10Z,People & Blogs,78600,1027248.2,99
5lTeUQFaSuM,UCvBGUYYpfEVHtGI0gVi5g_g,2026-02-27T09:05:15Z,People & Blogs,16000,17033.0,11
FWapuJ8c_1k,UCoxYxJoWbaMRQRV3tXY62gg,2026-02-27T09:01:41Z,People & Blogs,65600,79118.4,66
UUduIxlUpgg,UCmDIeBNLrOCbCfENBlDfyvw,2026-02-27T08:56:55Z,Entertainment,31300,24653.4,49
KKxMREzaxcU,UCX-YayIr3Dvr08GD5V_sW-Q,2026-02-27T08:51:44Z,People & Blogs,60800,4024.4,44
ADEx8kz_Oe4,UCfUSXMpCv4_fhZpMYWTvBog,2026-02-27T08:50:45Z,Howto & Style,82900,15362.2,22
g47Z0eAGB3k,UCcxE0pBvwAgmnVsLL_ZMsbA,2026-02-27T08:41:52Z,Education,24200,2385.8,60
RPLlCAMr_fo,UCvjfnWpkmZkGOW_GzOi_KkQ,2026-02-27T08:42:13Z,Entertainment,98000,3008.8,221
bZ644Gk2aAc,UC-iVj06UK_B4buSCwggzrFw,2026-02-27T08:43:16Z,Entertainment,49100,1685.7,36
TziOJ1i4rjM,UCO3537j51rOcyhZ2YlesckA,2026-02-27T08:39:30Z,Autos & Vehicles,12900,709.7,62
lerXK8wUlpk,UCDMYPi9sWwV2CxK9PYsyVUQ,2026-02-27T08:40:13Z,Entertainment,22300,2009.6,292
_3Z8Uo7DBxg,UCdkS1sq7ItefSCnYyMcYCiA,2026-02-27T08:35:33Z,Education,11300,3535.9,14
GIXOThmYJbA,UChSTAxKUa9GIEBVqLKjuvOg,2026-02-27T08:36:44Z,News & Politics,57800,22824.1,0
3rEd0NMfxto,UCCIUgACAK5vTitLMc4Q1mYQ,2026-02-27T08:37:13Z,People & Blogs,30000,34834.4,294
vhxBllBt2wg,UCyYhFnYuEHvB7C6hKyI6tSw,2026-02-27T08:37:11Z,Film & Animation,92400,36379.3,246
5eC3OyZqM0Y,UCygfNKo698Wg2EsGCgRqGzA,2026-02-27T08:29:41Z,People & Blogs,29800,2198.6,91
Fg_wptLqThY,UCU3rIhMshVJW9gsnfKRsNyQ,2026-02-27T08:27:44Z,People & Blogs,16200,191.2,22
MuUM8_57lFk,UCP8X-XYgUJeyJPKMwBLH2Uw,2026-02-27T08:18:29Z,Sports,49600,1230.7,250
l7HeYjtXrEU,UCuzDZU0EYBia54sAy1a5Axw,2026-02-27T10:30:28Z,Entertainment,13000,1088.9,21
YSdLbCf9ULk,UC-cKcP_b46YDghFCP61VyvA,2026-02-27T10:15:31Z,Film & Animation,31200,9947.3,50
zPLmX2IvCnY,UC8Aw9Fu4CzjBMrmtc4254tw,2026-02-27T10:01:36Z,People & Blogs,47400,272164.7,25
jn2PAFVxCBY,UCx7s3lpGV5H1IWAw5uPZuqg,2026-02-27T10:00:47Z,People & Blogs,62400,4242.2,156
p2y9LgMWNN8,UCNvKAcJ8tLU3NVizQtH6eCg,2026-02-27T10:01:20Z,Howto & Style,62900,593.9,58
EUUlFRyITOA,UCRQ01g2HB1By7DLgN7YtBtw,2026-02-27T10:00:00Z,Music,54700,1704.8,68
cWSSF4UsZ1I,UCoskeThTYlHXYcgjt0p-g7g,2026-02-27T09:58:23Z,People & Blogs,17900,18779.6,60
Jv05Zif_XOs,UCIGgNY0zjUqDXbMSsH9kGCQ,2026-02-27T09:55:01Z,Entertainment,28000,1536.3333333333333,17
iX_yo-ll4Es,UCC_YgMH7pYBhIi7jOJglmlg,2026-02-27T09:54:33Z,Entertainment,36200,110446.9,60
EVRQCPjPQYc,UCZ4B9Gey80koEGZqCyaORdQ,2026-02-27T09:55:43Z,Entertainment,58900,2228.5,374
vNUPekDTxkg,UCr_YKuVkWbaor6vFC4hi5GQ,2026-02-27T09:49:42Z,Entertainment,13600,6594.7,19
VXf8eCZkZ3M,UCXmm8NmCMgtba3I6Vv-vkWg,2026-02-27T09:42:50Z,People & Blogs,58900,2792.9,58
TCnW7yHPaX0,UCPzOD1EiVIMkka9YxhsNQ8Q,2026-02-27T09:39:01Z,People & Blogs,10400,1186.6,20
Oh2yYPZqmIo,UC1yQlFnvwE015w6zLM6FpSA,2026-02-27T09:31:46Z,People & Blogs,38500,1872.1,51
vTJW4X7qAEE,UC6NvlBEb9eVtMA3H-l75qcA,2026-02-27T09:30:42Z,Entertainment,12600,9813.8,995
ojEzyhih1g0,UC-7pZV7zAYQlSIlLzlPYCEQ,2026-02-27T09:23:07Z,Music,15600,3472.1,25
CZo_vB1NhoI,UCXY44f3aHNe2SK_Ra-sLeMw,2026-02-27T09:23:05Z,People & Blogs,71800,788.0,15
fQEGKwJFUdw,UCNQtEitSnwGBhwTqInrOiUA,2026-02-27T09:17:20Z,People & Blogs,87800,10828.1,544
slugiSJS_Z8,UCHPJSmKUs2-r5CybBSuRALg,2026-02-27T09:05:21Z,Comedy,28000,43067.8,78
KlMCh2zMuSQ,UCNPzmYCsusl82TSAf5j84qg,2026-02-27T09:00:34Z,Entertainment,43000,3746.6,1364
KfUUOMhWBM0,UCMNnv4XeTYk7YKdIzOmuAOA,2026-02-27T08:56:43Z,Science & Technology,24500,6697.7,483
d2YmNMiyrGA,UC8hfIIMHUWYGli-C77YJFdA,2026-02-27T08:50:46Z,People & Blogs,22400,1692.4,123
ifXdYsJmu4I,UCA3mO7cglAr9YzH-OSoWfUw,2026-02-27T08:50:53Z,People & Blogs,16800,19160.2,15
7uErAykEn_8,UCKQffDEZ76Z-ZTLUcGnr8Ng,2026-02-27T11:20:01Z,Entertainment,90500,434343.2,81
3-WUfGcnXGU,UCi1PlkGCuIzIYXc26eYhE8Q,2026-02-27T11:17:12Z,Entertainment,34000,39618.8,48
BrEPKBbleY8,UCvOfNkt1Xtik4vFdSGoGKUg,2026-02-27T11:13:07Z,People & Blogs,92500,8873.8,22
GnWtXeFTGqI,UCcLFFHYGNYGCeOxBrHERM-A,2026-02-27T11:10:00Z,Howto & Style,62700,20222.0,39
FGCuQAohdeY,UCNiFT5GiTz-rr71lpRu3dXQ,2026-02-27T11:09:30Z,Howto & Style,46900,9113.7,34
gtxIadv1hB8,UCK4q2GvaneBMZHdeZlYMdGg,2026-02-27T11:10:28Z,People & Blogs,33400,184329.8,43
qgyuBzOPVlo,UCNgGWxjf7Iz8EryzypHHZAg,2026-02-27T11:01:27Z,People & Blogs,27800,87001.0,78
a-l1Zg1X6Uc,UCoDMjjEJBosJyyow8-Y2kGQ,2026-02-27T10:54:07Z,People & Blogs,44200,319376.0,22
YICe_2xX3EA,UCIbIJp0MBdIELeq5T7Dvp8A,2026-02-27T10:50:37Z,Gaming,23800,2659.5,112
tFqkSsRRxFY,UC8iBgr3HQkCReTpp7XRDcJQ,2026-02-27T10:45:35Z,People & Blogs,10200,7343.0,1213
OQAtpszx1SE,UCTMmfPeseWNvq7tIPGXrTCw,2026-02-27T10:36:01Z,Howto & Style,20100,17706.9,20
gD8R9VIQkag,UCAeud3UuJG-V-BcNpcSc1pg,2026-02-27T10:30:34Z,Education,23300,1682.5,96
mh_hRCmPnuo,UCQ_UCSdpN51Y8qWhiO2LvXg,2026-02-27T10:23:17Z,People & Blogs,51500,11467.9,67
uiDlsFMZep8,UCn8LvIgVw-OQQ1QmEAvDeaw,2026-02-27T10:16:58Z,Entertainment,61900,31985.6,1933
wqcKVcBDk7M,UCvBGUYYpfEVHtGI0gVi5g_g,2026-02-27T10:14:17Z,People & Blogs,16000,14811.3,13
rRG2iFcdyt4,UCGqmN9oX2wJ-Y-hssOqvf1g,2026-02-27T10:11:09Z,People & Blogs,10400,4056.1,501
iWWLh26srt4,UCrVIGIVH4vMuUz1AS0XJUKQ,2026-02-27T10:01:09Z,Howto & Style,55400,35030.2,1437
dLUTz2jFpXs,UC74t35FiuIBoLkg37waLQFA,2026-02-27T12:35:02Z,People & Blogs,79900,6147.0,57
eS8Ghj1L8xo,UC_HtiuebNqhQsKVfV9regGA,2026-02-27T12:32:01Z,Comedy,14000,29867.5,28
-4xnY9kPLbY,UCDCoFgzGwFlgkUiOjT4zuyg,2026-02-27T12:30:00Z,People & Blogs,16100,25244.9,47
6Jrtfp8As9w,UCX-YayIr3Dvr08GD5V_sW-Q,2026-02-27T12:24:05Z,People & Blogs,60800,5373.7,15
Y8R1lpOCov4,UCXFLIvSVPgfk85Bav3PTCFg,2026-02-27T12:25:05Z,People & Blogs,52800,4607.3,37
5sSqCtcFAjo,UCj_nFZ42mlHk8_k15Ei4hvw,2026-02-27T12:15:00Z,Entertainment,47400,11654.4,905
DPCtugjIZBg,UCFLSDRHtS8u0YgzTbEpPR7A,2026-02-27T12:11:03Z,People & Blogs,25700,1390.8,57
WFOME2q5gUU,UCzNlP92G-yQFt9wB0NPQ7qg,2026-02-27T12:04:52Z,Entertainment,70000,1874.6,24
KcYerhw2zDI,UCMYg3ppduwgDPSE465OMlDA,2026-02-27T12:04:26Z,People & Blogs,13500,59867.2,30
Ybryoaj9Vh8,UC8ABiboMDq_oKIIfNfBslJA,2026-02-27T12:03:17Z,People & Blogs,16600,5263763.4,13
zLErsNDt9V4,UCYax6ReOXedeogZ6jX0V02w,2026-02-27T12:01:54Z,People & Blogs,60600,70498.0,1352
ssddDXgk_wo,UCx0eCVw00CUrDHHlE_Ao69Q,2026-02-27T12:01:36Z,Entertainment,75700,4080.2,88
j-9SJLGf7FQ,UCJar2CwfE9jdsfn_fMHXHtQ,2026-02-27T11:57:46Z,People & Blogs,18500,504475.4,31
5sxsJuzc5yo,UCfiifiMlSiqMZ6XAvnLkg_g,2026-02-27T11:06:10Z,Autos & Vehicles,43100,19303.4,61
pMExzjISaUQ,UCvpRUvsqFkRpO6gk_vz7mSw,2026-02-27T11:01:31Z,Entertainment,30000,6836.9,135
I8T9VHnThlc,UCiUzA8OApEGy_9Z-4wGY_eg,2026-02-27T13:43:02Z,Film & Animation,89900,221544.4,27
Ga1wegi4nJc,UCTS5zmsZCR8OmnW7l5lJkgw,2026-02-27T13:35:15Z,People & Blogs,10700,6507.6,25
hVCr6r_z5sA,UCYDFtMeKuar83_58_-c4MBw,2026-02-27T13:33:10Z,People & Blogs,69700,64675.9,30
j9uHdsu8AuU,UCDCoFgzGwFlgkUiOjT4zuyg,2026-02-27T13:30:51Z,People & Blogs,16100,24672.9,35
3XYpECSFz_s,UCIwtJ-uUCly1z9IiCnijnhQ,2026-02-27T13:26:37Z,People & Blogs,44300,4984.6,49
Q0BmPXzp-7I,UCdhR_HMPN8OmzB_gTYJWU5A,2026-02-27T13:00:47Z,Howto & Style,24100,5218.7,20
J0lmcdCszTM,UCiUBtNqV6Fz3EZYOtH2WYfg,2026-02-27T13:00:38Z,Howto & Style,46700,1848.9,644
nM9yqPlk-Qc,UCb1igF7Cgm2pk0Pru7S5eNw,2026-02-27T13:01:23Z,Sports,35800,1371.6,37
4c4PBCD3JOk,UCXKRegWG_xqcAMjUdgHjygg,2026-02-27T12:53:37Z,People & Blogs,17400,17622.0,56
iQ_37alTWbQ,UC3x78Z3MBPrL9PHkDAK8bkw,2026-02-27T12:48:59Z,Comedy,14300,25270.0,36
lrNVWb5d2ZI,UCvBGUYYpfEVHtGI0gVi5g_g,2026-02-27T12:44:16Z,People & Blogs,16000,16804.3,12
f-EDRZWyen8,UCvSTiEg_3cc8pWFaTg03OAQ,2026-02-27T12:43:40Z,Entertainment,72000,257246.4,123
I7hOdT0pIEY,UC9oBa1KAtfIoGU6KEesTexQ,2026-02-27T12:30:21Z,Education,19500,572.6,69
QrL9fhJ6aGY,UCWhFMaPsocpbnCfC8JItVJA,2026-02-27T12:30:41Z,People & Blogs,23600,3374.5,40
HSAnyaawQDo,UCqmZvumajkrtxYJ4BZ_amCw,2026-02-27T12:06:26Z,Science & Technology,15500,3974.7,62
vrKvsD47s8k,UCCjMTsT7Nnhvqa7akMgHikw,2026-02-27T12:03:44Z,People & Blogs,38300,7818.8,1342
pV-O2E9exLY,UCJM2QDO51wDhPUpU6FRaCkw,2026-02-27T14:21:28Z,Entertainment,32100,3018.3,63
1ppdzjmv_AE,UCN_sYMKuBIDbt0eRPEZjlag,2026-02-27T14:19:19Z,People & Blogs,58100,9715.0,84
qWd7uIBJyoI,UCt6lSfrKmjlgQAX1dyyFXnQ,2026-02-27T14:17:12Z,Howto & Style,10600,1525.7,59
_Mh2NI2jrOw,UCHnBTYgWmMbNHvFsRwnrmHQ,2026-02-27T14:05:48Z,People & Blogs,26500,16459.5,28
GGnLYDwy2Nw,UCGNrdkVjRGuPraaNr3i-rWw,2026-02-27T14:01:56Z,People & Blogs,91600,8158.3,29
_oaKpM1dEuI,UCoLJcy-fIJrhz2gw-cQDnTQ,2026-02-27T14:00:06Z,Education,45600,4008.3,321
GstPioDmhTA,UC8Aw9Fu4CzjBMrmtc4254tw,2026-02-27T13:59:30Z,People & Blogs,48300,192515.2,41
p50WHFepmq4,UCUTjlqraqWqLe0_zY6fnarA,2026-02-27T14:01:23Z,People & Blogs,54300,7500.6,25
R_GLNPRPMVg,UC47cG3rH5PglEEwkDKJYI3w,2026-02-27T13:58:27Z,Film & Animation,40500,1484.3,3768
HYo1vTr6IUg,UC9c5rg7Gshycf8aVvhlHzDQ,2026-02-27T13:57:04Z,People & Blogs,92100,17955.5,35
qbSsGHYN9iE,UCe4XKwNxhtnFNwhfRKWj2YQ,2026-02-27T13:52:18Z,People & Blogs,57700,57323.9,25
ZWsV2r90AWQ,UCCRsdDsxd6MuHs2aVp47Wfw,2026-02-27T13:42:51Z,Gaming,50200,2531.1,852
PzcZfw6AqA0,UCCXKuxNj8f6c77ori6INFQQ,2026-02-27T13:30:34Z,Gaming,35800,4818.1,16
cnvXm_vUcpw,UCUu7mAuH3QYS2vQ3xj6I18Q,2026-02-27T13:30:41Z,People & Blogs,35100,1154.8,438
4pHHPMgINww,UC8DnqBRwQIoWyb-WfqA2kjA,2026-02-27T13:22:47Z,People & Blogs,12400,940.0,37
YCb2cRKvorY,UCg9wPkSvA7s3QPiwo5bzpcQ,2026-02-27T13:00:23Z,People & Blogs,30000,99246.8,19
znbpvPH901E,UCgn2nSJW6bORV643OZHbiiA,2026-02-27T15:25:43Z,People & Blogs,39400,666957.5,36
p-6vzVoafEc,UCTzWvIoANQd-0W3M_htV_XA,2026-02-27T15:10:48Z,People & Blogs,12100,10493.8,22
Yhssr46QB4U,UC2LzvhxmGRF5lM3KI3XBPzA,2026-02-27T15:05:00Z,People & Blogs,30800,44212.4,99
j2DEi7Wg-kk,UC0z7KtEr6SMNtl-3FdkCbhQ,2026-02-27T15:01:26Z,People & Blogs,92400,38882.2,60
MSLJMuITHrA,UCGNrdkVjRGuPraaNr3i-rWw,2026-02-27T15:02:21Z,People & Blogs,91700,6369.4,39
JblR0F6Gfbs,UCjg-XZIou0FXmGZ4SiJ8tqQ,2026-02-27T15:00:40Z,Entertainment,92800,2045.3,47
jzPMA-rUSXE,UCamqvHC83P2BM2ogfQ6Mi9g,2026-02-27T14:57:38Z,People & Blogs,16300,4970.2,610
saw9tS_rjdw,UCsj3rHjTcl8Di8fg6JJ9Rig,2026-02-27T16:24:05Z,People & Blogs,10200,10660.7,129
D35aofSFmxA,UCycNXAUIMZKcYk--2hV25Yw,2026-02-27T15:57:58Z,People & Blogs,23200,16224.7,23
fqDlpHtmjgg,UCfsYcB_KWiMUHhsP9FOCe6w,2026-02-27T15:54:52Z,Science & Technology,49400,2587.1,67
j1jSv9bUA1I,UCbDdThSpWtKxb0jrbRxcDbA,2026-02-27T15:48:07Z,People & Blogs,37100,42327.7,41
JGF-RJGvIvM,UCXowk-AfKDJ53SNcsLO3VdQ,2026-02-27T15:36:55Z,Gaming,69600,15871.9,91
gpZsanbUYW4,UC6A6sFcR7RV5E7l0V0n2oAw,2026-02-27T15:30:02Z,People & Blogs,25600,2861.1,60
b9oll5ce9yk,UCMTgueGFhXdM3rxXlbiZ3aQ,2026-02-27T15:23:58Z,People & Blogs,64500,5905.8,57
tSCBMks9OGw,UCx9ffWhcVj2GLK9BJ-g6kBg,2026-02-27T15:20:01Z,Entertainment,13200,81809.7,18
rLUcnscTMIM,UCFwgsZ40ygxP_3bOkpKZYzA,2026-02-27T15:03:32Z,People & Blogs,22000,7709.0,175
jVKD3nzo45A,UCrj6GIaqhZiMv4Yehp9Ve9w,2026-02-27T15:00:06Z,People & Blogs,28100,4552.5,1650
X3KMf9R4cVk,UCpMRIxS7GEXNusHHhD3gY8w,2026-02-27T14:57:12Z,People & Blogs,17900,725.3,23
rOEfi8nEKuo,UCr1_CbsyQAYSLpForXL7xoA,2026-02-27T14:56:42Z,Entertainment,47100,2269.0,60
wihy5eu8Awo,UC3_v_UPGTQeKgcQO2PzgleA,2026-02-27T14:52:29Z,Education,16500,372.3,29
MNGDSu0mQpc,UC8Aw9Fu4CzjBMrmtc4254tw,2026-02-27T14:51:17Z,People & Blogs,49700,119239.9,26
VqUYwsCatfs,UCc1QgDlkiGkoCRs7eZxNayg,2026-02-27T14:40:00Z,People & Blogs,11100,10301.3,52
yF9FqIc4gkQ,UCTyrOTAu3I24oxMIb6acxwA,2026-02-27T17:30:30Z,People & Blogs,21900,1127.5,10
V9-6wdvvi9I,UC142uJ6_WadprKy1nMPjACA,2026-02-27T17:25:56Z,People & Blogs,20900,2316.5,76
qfnTufyOiOg,UC0lGlgtIblJJshrIrn4g2JA,2026-02-27T17:00:33Z,People & Blogs,10400,1383.8,83
JjNejCnvxGo,UC5sMNyh8JYJ8LFLnXsssP-w,2026-02-27T17:00:27Z,People & Blogs,66300,2188.3,2515
GsqyuHAsxDY,UCUTjlqraqWqLe0_zY6fnarA,2026-02-27T16:57:24Z,People & Blogs,54300,7626.5,14
JJt5aotKXLM,UCjRHZFK3Q7PSwf7SNL8JdRQ,2026-02-27T16:47:30Z,People & Blogs,13900,669.0,47
gCbhfxGRy3c,UC1B8Q3sP2QtAbgw5EGAsFIg,2026-02-27T16:34:52Z,Entertainment,43100,2085.2,136
HeLIE8BtIEY,UCFLSDRHtS8u0YgzTbEpPR7A,2026-02-27T16:12:06Z,People & Blogs,25800,1818.7,53
tGNWR4gLkgc,UCPi8PNEF20XHvpf4xIqidmg,2026-02-27T16:02:38Z,People & Blogs,23100,412.6,15
8njFFHOY8V4,UC1Q831w4PGw2B-mKVTf7eAA,2026-02-27T16:00:35Z,Gaming,76400,2701.0,348
_FIasTIrCYE,UCtfJaU6bUWG0fg1pbYtZNtw,2026-02-27T16:00:21Z,Entertainment,26900,7121.1,504
RPHIyZwm3gc,UCheUDFu98qX-fbq5D0HnNQQ,2026-02-27T15:53:17Z,People & Blogs,20300,5883.2,55
V1yiP0DvD7w,UCp1puaWE0Cew75-Gthi8npQ,2026-02-27T15:54:31Z,People & Blogs,14400,3514.9,259
N9MCLh2BqM0,UCZmt0qSbGZhORi1Wtipn8uw,2026-02-27T15:47:53Z,People & Blogs,35000,1614.0,31
aJJPtcoTnfg,UCwVnPbLXjVVAuMS0UrcDY0g,2026-02-27T15:37:06Z,Film & Animation,20900,254.1,48
3-K94ZsMbP4,UCZhOuxdbTL-BU_0w7SUd0rA,2026-02-27T15:32:59Z,Education,28000,2608.1,46
YNzlCsjl9kU,UCVks6LzJT-JmwGLQ1sUbfTw,2026-02-27T18:11:15Z,Science & Technology,45000,6490.1,9
Cuk7kBOPNsU,UCrcN7nqPt6PM1Y_cOgh7wmQ,2026-02-27T18:05:24Z,Sports,10500,1290.1,66
u3Fq4smNTBY,UCi8Smc5H4vWLfJRil7i5_eA,2026-02-27T18:01:08Z,Comedy,15400,2635.3,127
OpKYoRu8f_s,UCWJ7WvSku58hc9HSySYiQcg,2026-02-27T17:56:32Z,People & Blogs,13800,2638.8,39
nj2YscM3cwg,UCTcBFy719iHhe82maIgRnCA,2026-02-27T19:25:36Z,People & Blogs,16900,594.6,20
IHM48wMTjGI,UCTcBFy719iHhe82maIgRnCA,2026-02-27T19:22:28Z,People & Blogs,16900,594.6,16
QcuoYD9wzdw,UCTcBFy719iHhe82maIgRnCA,2026-02-27T19:18:49Z,People & Blogs,16900,592.4,25
E8ytPUoA5a4,UCHa5yrKAJOAePPcWypFkRnQ,2026-02-27T19:00:21Z,People & Blogs,27300,16446.3,69
gkSnU-eOlc4,UCy46Cv7yOsgCQSVm4i_Egkw,2026-02-27T19:00:53Z,Education,85900,14991.1,1388
NUX8LuEInY8,UCox_1M6vpVERrGcApDvZv_Q,2026-02-27T18:58:37Z,People & Blogs,11500,895.9,65
-hXwhKO_nqk,UClI7tL4q6K-aiJ5kuQNQOxg,2026-02-27T18:53:41Z,Howto & Style,16400,328.4,68
FTUc8Xyy5k0,UC1mpOR6ljD0W9p89SP-RuXA,2026-02-27T18:36:52Z,People & Blogs,11500,1089.4,177
X4Js2LWVCwE,UCU9gmo_v4oEcBb2jXei5bdg,2026-02-27T18:31:01Z,Entertainment,11900,293.0,181
sHR2RYvV0is,UCof2QAYW_d6nP8I-11VOqhg,2026-02-27T18:29:01Z,People & Blogs,36400,37581.5,105
l96kKVu8JgY,UCtfJaU6bUWG0fg1pbYtZNtw,2026-02-27T18:28:03Z,Entertainment,26900,6006.6,37
m_6FzTNWh04,UCMnMDcWzDEUxYvn5qMTWkyw,2026-02-27T18:22:53Z,People & Blogs,34000,1773.6,63
Oa1_qB5SqJ4,UC9TIOUGhU3PM1-Tl5nAEHUg,2026-02-27T18:20:35Z,Entertainment,39900,133790.4,53
ggP9uCaNX3U,UCkczVogx5bFxPcV3gQ7imbA,2026-02-27T18:27:51Z,People & Blogs,15400,20081.4,135
OEiiwwXVCso,UC_Si4eAFVFRjFhXNg05xGrQ,2026-02-27T18:24:13Z,Film & Animation,19900,51101.0,37
OolbIzW42eI,UCKRbj-fnsBP71lb2TeGAhEA,2026-02-27T18:15:48Z,People & Blogs,41600,13983.7,1781
Nlhk_dJRjZE,UCb4Hn--FteZWjwswcsRrTNg,2026-02-27T18:15:02Z,Gaming,70100,9818.8,135
rFP-069EzrU,UC2ZcwWf8cwjY4Om4mMBURyQ,2026-02-27T18:11:38Z,People & Blogs,18400,2872419.7,16
JUg728Oy3J0,UCNhv5wgZhbc6WSmn4kzC5gA,2026-02-27T18:10:00Z,People & Blogs,21400,6226.6,61
yFsvNVlaIho,UCrfiACfQlJGJfclBQeUc_CQ,2026-02-27T18:09:29Z,Music,50500,11947.7,39
rac2XSSH14s,UC8g9oGayaCuPLQAfYxkbFFQ,2026-02-27T18:07:41Z,Gaming,61600,13432.7,36
VeZYiYMK2vY,UCMnMDcWzDEUxYvn5qMTWkyw,2026-02-27T18:08:56Z,People & Blogs,34000,1773.6,93
rN1mekcpQFE,UCPZqMY2EB0gvazYK4O9kf_w,2026-02-27T18:03:19Z,People & Blogs,22500,166320.0,9
KimtiBc2pTg,UCjrMNz_No1qvRRPEofC4T8w,2026-02-27T18:00:32Z,People & Blogs,14100,3983.1,3032
iLcolhs9X78,UCc6p3ALAsltaZmXS4onBDzw,2026-02-27T18:00:48Z,Gaming,16300,2999.3,1249
rQtCMjLnfD8,UCooYDNIyi0m45jwGBM5BKOQ,2026-02-27T18:00:52Z,People & Blogs,31000,18231.9,1529
TtUCQYxj0To,UCGbyhCuHKeT9FwKaOte3khQ,2026-02-27T18:00:27Z,Entertainment,47000,3878.7,667
CVhLyWG49EM,UCUpSk66Zn-kDFi7FBPx5XMQ,2026-02-27T18:00:24Z,Entertainment,91200,5777.0,490
58QxyKiJ1p0,UCD8QIRra4YLhUyEbggIoGvw,2026-02-27T18:00:13Z,People & Blogs,40100,5500.1,904
PatxiYJZoOk,UCOOWLyu9assN-R6hFLE8JqA,2026-02-27T18:00:00Z,People & Blogs,36600,11397.8,1281
Nth4I-H4PTs,UCqZoF7UiiKGP4GcNnsP987A,2026-02-27T17:59:20Z,Sports,41200,121883.5,27
_BWSk1Cgs7Q,UC5vbR-NC099GkGE0zeFqPjg,2026-02-27T17:33:46Z,Entertainment,22500,144916.7,615
nWNCSx5XDW0,UCA8KdHqrLMTyl03hjhQMC4g,2026-02-27T17:31:01Z,People & Blogs,19000,4438.7,28
Uj5-ZTQ2hy0,UCfqHYR3CWDcfwclxRBnBi9Q,2026-02-27T20:15:06Z,Unknown,77800,9576.6,0
Gnk8WBYcVh8,UCPloFHVpZmuNer8a8pHEzvw,2026-02-27T20:08:24Z,People & Blogs,39000,10885.2,1771
rEbZzviT0Vo,UCE85yJchoaphBzo-Au3KxQw,2026-02-27T20:04:00Z,Sports,42600,3652.8,150
4qquvuOQZwo,UCubJd9Kh6BGwxiPTrLQtWmw,2026-02-27T20:00:06Z,People & Blogs,13100,1997.4,1238
IPooCK4sny4,UCDCo-PRGUkbSkazqFIqyOyg,2026-02-27T20:00:13Z,People & Blogs,42500,2132.4,670
68tK-w7mEKw,UC8QLg2luaQbqcoI670eDByQ,2026-02-27T20:00:07Z,Comedy,89400,22820.7,3044
mN0R5qidzQA,UC7AyU7aXM5PU5_89MA8UKNw,2026-02-27T20:00:42Z,Education,86600,4799.6,899
qvwMN8D0mlo,UCLx12_uoJwxGBqj0hVa4VfQ,2026-02-27T19:56:56Z,Film & Animation,18200,3898.2,73
PgllEhHpkKE,UCUpz3HxY2m0B3spCbS5q0uQ,2026-02-27T19:49:40Z,People & Blogs,42700,253553.8,81
b5MCklgcJb0,UCH8KuGcUuA5nUcRJ6eJsUtw,2026-02-27T19:22:25Z,Gaming,18300,2066.5,592
